dex_index,species_key,name,type1,type2,ability1,ability2,hp,attack,defense,sp_attack,sp_defense,speed,bst,catch_rate,gender_ratio,egg_group1,egg_group2,in_regional_dex,regional_dex_number,generation,keep,first_region_encountered,notes,count
1302,SPECIES_EEVEE_PARTNER,Eevee Partner,Normal,,Run Away,Adaptability,65,75,70,65,75,75,425,45,31,Field,Fairy,FALSE,,1,,,,1
1303,SPECIES_CRAMORANT_GULPING,Cramorant Gulping,Flying,Water,Gulp Missile,,70,85,55,85,95,85,475,45,127,Water 1,Flying,FALSE,,8,,,,1
1304,SPECIES_CRAMORANT_GORGING,Cramorant Gorging,Flying,Water,Gulp Missile,,70,85,55,85,95,85,475,45,127,Water 1,Flying,FALSE,,8,,,,1
1305,SPECIES_TOXTRICITY_LOW_KEY,Toxtricity Low Key,Electric,Poison,Punk Rock,Minus,75,98,70,114,70,75,502,45,127,Human Like,Human Like,FALSE,,8,,,,1
1306,SPECIES_SINISTEA_ANTIQUE,Sinistea Antique,Ghost,,Weak Armor,,40,45,45,74,54,50,308,120,255,Mineral,Amorphous,FALSE,,8,,,,1
1307,SPECIES_POLTEAGEIST_ANTIQUE,Polteageist Antique,Ghost,,Weak Armor,,60,65,65,134,114,70,508,60,255,Mineral,Amorphous,FALSE,,8,,,,1
1308,SPECIES_ALCREMIE_BERRY_SWEET,Alcremie Berry Sweet,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,8,No,,,1
1309,SPECIES_ALCREMIE_LOVE_SWEET,Alcremie Love Sweet,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,8,No,,,1
1310,SPECIES_ALCREMIE_STAR_SWEET,Alcremie Star Sweet,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,8,No,,,1
1311,SPECIES_ALCREMIE_CLOVER_SWEET,Alcremie Clover Sweet,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,8,No,,,1
1312,SPECIES_ALCREMIE_FLOWER_SWEET,Alcremie Flower Sweet,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,8,No,,,1
1313,SPECIES_ALCREMIE_RIBBON_SWEET,Alcremie Ribbon Sweet,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,8,No,,,1
1314,SPECIES_ALCREMIE_FILLER_1,Alcremie Filler 1,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,,,,,1
1315,SPECIES_ALCREMIE_FILLER_2,Alcremie Filler 2,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,,,,,1
1316,SPECIES_EISCUE_NOICE_FACE,Eiscue Noice Face,Ice,,Ice Face,,75,80,70,65,50,130,470,60,127,Water 1,Field,FALSE,,8,,,,1
1317,SPECIES_MORPEKO_HANGRY,Morpeko Hangry,Electric,Dark,Hunger Switch,,58,95,58,70,58,97,436,180,127,Field,Fairy,FALSE,,8,Yes,,,1
1318,SPECIES_ZACIAN_CROWNED,Zacian Crowned,Fairy,Steel,Intrepid Sword,,92,150,115,80,115,148,700,10,255,Undiscovered,Undiscovered,FALSE,,8,No,,,1
1319,SPECIES_ZAMAZENTA_CROWNED,Zamazenta Crowned,Fighting,Steel,Dauntless Shield,,92,120,140,80,140,128,700,10,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
1320,SPECIES_ETERNATUS_ETERNAMAX,Eternatus Eternamax,Poison,Dragon,Pressure,,255,115,250,125,250,130,1125,255,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
1321,SPECIES_URSHIFU_RAPID_STRIKE,Urshifu Rapid Strike,Fighting,Water,Unseen Fist,,100,130,100,63,60,97,550,3,254,Undiscovered,Undiscovered,FALSE,,8,,,,1
1322,SPECIES_ZARUDE_DADA,Zarude Dada,Dark,Grass,Leaf Guard,,105,120,105,70,95,105,600,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
1323,SPECIES_CALYREX_ICE_RIDER,Calyrex Ice Rider,Psychic,Ice,As One Glastrier,,100,165,150,85,130,50,680,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
1324,SPECIES_CALYREX_SHADOW_RIDER,Calyrex Shadow Rider,Psychic,Ghost,As One Spectrier,,100,85,80,165,100,150,680,3,255,Undiscovered,Undiscovered,FALSE,,8,,,,1
1325,SPECIES_ENAMORUS_THERIAN,Enamorus Therian,Fairy,Flying,Overcoat,Overcoat,74,115,110,135,100,46,580,3,254,Undiscovered,Undiscovered,FALSE,,8,No,,,1
1326,SPECIES_GROWLITHE_HISUIAN,Growlithe Hisuian,Fire,Rock,Intimidate,Flash Fire,60,75,45,65,50,55,350,235,63,Field,Field,FALSE,,1,,,,1
1327,SPECIES_ARCANINE_HISUIAN,Arcanine Hisuian,Fire,Rock,Intimidate,Flash Fire,95,115,80,95,80,90,555,0,63,,,FALSE,,1,,,,1
1328,SPECIES_VOLTORB_HISUIAN,Voltorb Hisuian,Electric,Grass,Soundproof,Static,40,30,50,55,55,100,330,235,255,Mineral,Mineral,FALSE,,1,,,,1
1329,SPECIES_ELECTRODE_HISUIAN,Electrode Hisuian,Electric,Grass,Soundproof,Static,60,50,70,80,80,150,490,135,255,Mineral,Mineral,FALSE,,1,,,,1
1330,SPECIES_TYPHLOSION_HISUIAN,Typhlosion Hisuian,Fire,Ghost,Blaze,,73,84,78,119,85,95,534,45,31,Field,Field,FALSE,,2,,,,1
1331,SPECIES_QWILFISH_HISUIAN,Qwilfish Hisuian,Dark,Poison,Poison Point,Swift Swim,65,95,85,55,55,85,440,235,127,Water 2,Water 2,FALSE,,2,,,,1
1332,SPECIES_SNEASEL_HISUIAN,Sneasel Hisuian,Fighting,Poison,Inner Focus,Keen Eye,55,95,55,35,75,115,430,235,127,Field,Field,FALSE,,2,,,,1
1333,SPECIES_SAMUROTT_HISUIAN,Samurott Hisuian,Water,Dark,Torrent,Torrent,90,108,80,100,65,85,528,55,31,Field,Field,FALSE,,5,,,,1
1334,SPECIES_LILLIGANT_HISUIAN,Lilligant Hisuian,Grass,Fighting,Chlorophyll,Hustle,70,105,75,50,75,105,480,135,254,Grass,Grass,FALSE,,5,,,,1
1335,SPECIES_ZORUA_HISUIAN,Zorua Hisuian,Normal,Ghost,Illusion,,35,60,40,85,40,70,330,215,31,Field,Field,FALSE,,5,,,,1
1336,SPECIES_ZOROARK_HISUIAN,Zoroark Hisuian,Normal,Ghost,Illusion,,55,100,60,125,60,110,510,115,31,Field,Field,FALSE,,5,,,,1
1337,SPECIES_BRAVIARY_HISUIAN,Braviary Hisuian,Psychic,Flying,Keen Eye,Sheer Force,110,83,70,112,70,65,510,135,0,Flying,Flying,FALSE,,5,,,,1
1338,SPECIES_SLIGGOO_HISUIAN,Sliggoo Hisuian,Steel,Dragon,Sap Sipper,Shell Armor,58,75,83,83,113,40,452,55,127,Dragon,Dragon,FALSE,,6,,,,1
1339,SPECIES_GOODRA_HISUIAN,Goodra Hisuian,Steel,Dragon,Sap Sipper,Shell Armor,80,100,100,110,150,60,600,55,127,Dragon,Dragon,FALSE,,6,,,,1
1340,SPECIES_AVALUGG_HISUIAN,Avalugg Hisuian,Ice,Rock,Strong Jaw,Ice Body,95,127,184,34,36,38,514,55,127,Monster,Mineral,FALSE,,6,,,,1
1341,SPECIES_DECIDUEYE_HISUIAN,Decidueye Hisuian,Grass,Fighting,Overgrow,,88,112,80,95,95,60,530,55,31,Flying,Flying,FALSE,,7,,,,1
1342,SPECIES_KLEAVOR_LORD,Kleavor Lord,Bug,Rock,Swarm,Sheer Force,70,135,95,45,70,85,500,115,127,Bug,Bug,FALSE,,8,,,,1
1343,SPECIES_LILLIGANT_LADY,Lilligant Lady,Grass,Fighting,Chlorophyll,Hustle,70,105,75,50,75,105,480,135,254,Grass,Grass,FALSE,,5,,,,1
1344,SPECIES_ARCANINE_LORD,Arcanine Lord,Fire,Rock,Intimidate,Flash Fire,95,115,80,95,80,90,555,0,63,,,FALSE,,1,,,,1
1345,SPECIES_ELECTRODE_LORD,Electrode Lord,Electric,Grass,Soundproof,Static,60,50,70,80,80,150,490,135,255,Mineral,Mineral,FALSE,,1,,,,1
1346,SPECIES_AVALUGG_LORD,Avalugg Lord,Ice,Rock,Strong Jaw,Ice Body,95,127,184,34,36,38,514,55,127,Monster,Mineral,FALSE,,6,,,,1
1347,SPECIES_UNFEZANT_FEMALE,Unfezant Female,Normal,Flying,Big Pecks,Super Luck,80,115,80,65,55,93,488,45,254,Flying,Flying,FALSE,,5,,,,1
1348,SPECIES_FRILLISH_FEMALE,Frillish Female,Water,Ghost,Water Absorb,Cursed Body,55,40,50,65,85,40,335,190,254,Amorphous,Amorphous,FALSE,,5,,,,1
1349,SPECIES_JELLICENT_FEMALE,Jellicent Female,Water,Ghost,Water Absorb,Cursed Body,100,60,70,85,105,60,480,60,254,Amorphous,Amorphous,FALSE,,5,,,,1
1350,SPECIES_PYROAR_FEMALE,Pyroar Female,Fire,Normal,Rivalry,Unnerve,86,68,72,109,66,106,507,65,254,Field,Field,FALSE,,6,,,,1
1351,SPECIES_MEOWSTIC_FEMALE,Meowstic Female,Psychic,,Keen Eye,Infiltrator,74,48,76,83,81,104,466,75,254,Field,Field,FALSE,,6,,,,1
1352,SPECIES_INDEEDEE_FEMALE,Indeedee Female,Psychic,Normal,Inner Focus,Synchronize,60,55,65,95,105,85,465,30,254,Fairy,Fairy,FALSE,,8,,,,1
1353,SPECIES_BASCULEGION_FEMALE,Basculegion Female,Water,Ghost,Swift Swim,Adaptability,120,92,65,100,75,78,530,135,254,Water 2,Water 2,FALSE,,8,,,,1
1354,SPECIES_MAUSHOLD_FAMILY_OF_THREE,Maushold Family Of Three,Normal,,Friend Guard,Cheek Pouch,74,75,70,65,75,111,470,75,255,Field,Fairy,FALSE,,9,,,,1
1355,SPECIES_SQUAWKABILLY_BLUE_PLUMAGE,Squawkabilly Blue Plumage,Normal,Flying,Intimidate,Hustle,82,96,51,45,51,92,417,190,127,Flying,Flying,FALSE,,9,,,,1
1356,SPECIES_SQUAWKABILLY_YELLOW_PLUMAGE,Squawkabilly Yellow Plumage,Normal,Flying,Intimidate,Hustle,82,96,51,45,51,92,417,190,127,Flying,Flying,FALSE,,9,,,,1
1357,SPECIES_SQUAWKABILLY_WHITE_PLUMAGE,Squawkabilly White Plumage,Normal,Flying,Intimidate,Hustle,82,96,51,45,51,92,417,190,127,Flying,Flying,FALSE,,9,,,,1
1358,SPECIES_PALAFIN_HERO,Palafin Hero,Water,,Zero To Hero,,100,160,97,106,87,100,650,45,127,Field,Water 2,FALSE,,9,,,,1
1359,SPECIES_TATSUGIRI_DROOPY,Tatsugiri Droopy,Dragon,Water,Commander,,68,50,60,120,95,82,475,100,127,Water 2,Water 2,FALSE,,9,,,,1
1360,SPECIES_TATSUGIRI_STRETCHY,Tatsugiri Stretchy,Dragon,Water,Commander,,68,50,60,120,95,82,475,100,127,Water 2,Water 2,FALSE,,9,,,,1
1361,SPECIES_DUDUNSPARCE_THREE_SEGMENT,Dudunsparce Three Segment,Normal,,Serene Grace,Run Away,125,100,80,85,75,55,520,45,127,Field,Field,FALSE,,9,,,,1
1362,SPECIES_GIMMIGHOUL_ROAMING,Gimmighoul Roaming,Ghost,,Rattled,,45,30,25,75,45,80,300,45,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1363,SPECIES_WOOPER_PALDEAN,Wooper Paldean,Poison,Ground,Damp,Water Absorb,55,45,45,25,25,15,210,255,127,Water 1,Field,FALSE,,2,,,,1
1364,SPECIES_TAUROS_COMBAT,Tauros Combat,Fighting,,Intimidate,Anger Point,75,110,105,30,70,100,490,45,0,Field,Field,FALSE,,1,,,,1
1365,SPECIES_TAUROS_BLAZE,Tauros Blaze,Fighting,Fire,Intimidate,Anger Point,75,110,105,30,70,100,490,45,0,Field,Field,FALSE,,1,,,,1
1366,SPECIES_TAUROS_AQUA,Tauros Aqua,Fighting,Water,Intimidate,Anger Point,75,110,105,30,70,100,490,45,0,Field,Field,FALSE,,1,,,,1
1367,SPECIES_OINKOLOGNE_FEMALE,Oinkologne Female,Normal,,Lingering Aroma,Gluttony,110,100,75,59,80,65,489,100,254,Field,Field,FALSE,,9,,,,1
1368,SPECIES_REVAVROOM_SEGIN,Revavroom Segin,Steel,Poison,Overcoat,,80,119,90,54,67,90,500,75,127,Mineral,Mineral,FALSE,,9,,,,1
1369,SPECIES_REVAVROOM_SCHEDAR,Revavroom Schedar,Steel,Poison,Overcoat,,80,119,90,54,67,90,500,75,127,Mineral,Mineral,FALSE,,9,,,,1
1370,SPECIES_REVAVROOM_NAVI,Revavroom Navi,Steel,Poison,Overcoat,,80,119,90,54,67,90,500,75,127,Mineral,Mineral,FALSE,,9,,,,1
1371,SPECIES_REVAVROOM_RUCHBAH,Revavroom Ruchbah,Steel,Poison,Overcoat,,80,119,90,54,67,90,500,75,127,Mineral,Mineral,FALSE,,9,,,,1
1372,SPECIES_REVAVROOM_CAPH,Revavroom Caph,Steel,Poison,Overcoat,,80,119,90,54,67,90,500,75,127,Mineral,Mineral,FALSE,,9,,,,1
1373,SPECIES_KORAIDON_LIMITED_BUILD,Koraidon Limited Build,Fighting,Dragon,Orichalcum Pulse,,100,135,115,85,100,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1374,SPECIES_KORAIDON_SPRINTING_BUILD,Koraidon Sprinting Build,Fighting,Dragon,Orichalcum Pulse,,100,135,115,85,100,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1375,SPECIES_KORAIDON_SWIMMING_BUILD,Koraidon Swimming Build,Fighting,Dragon,Orichalcum Pulse,,100,135,115,85,100,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1376,SPECIES_KORAIDON_GLIDING_BUILD,Koraidon Gliding Build,Fighting,Dragon,Orichalcum Pulse,,100,135,115,85,100,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1377,SPECIES_MIRAIDON_LOW_POWER_MODE,Miraidon Low Power Mode,Electric,Dragon,Hadron Engine,,100,85,100,135,115,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1378,SPECIES_MIRAIDON_DRIVE_MODE,Miraidon Drive Mode,Electric,Dragon,Hadron Engine,,100,85,100,135,115,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1379,SPECIES_MIRAIDON_AQUATIC_MODE,Miraidon Aquatic Mode,Electric,Dragon,Hadron Engine,,100,85,100,135,115,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1380,SPECIES_MIRAIDON_GLIDE_MODE,Miraidon Glide Mode,Electric,Dragon,Hadron Engine,,100,85,100,135,115,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1381,SPECIES_POLTCHAGEIST_MASTERPIECE,Poltchageist Masterpiece,Grass,Ghost,Hospitality,,40,45,45,74,54,50,308,120,255,Mineral,Amorphous,FALSE,,9,,,,1
1382,SPECIES_SINISTCHA_MASTERPIECE,Sinistcha Masterpiece,Grass,Ghost,Hospitality,,71,60,106,121,80,70,508,60,255,Mineral,Amorphous,FALSE,,9,,,,1
1383,SPECIES_OGERPON_WELLSPRING_MASK,Ogerpon Wellspring Mask,Grass,Water,Water Absorb,,80,120,84,60,96,110,550,5,254,Undiscovered,Undiscovered,FALSE,,9,,,,1
1384,SPECIES_OGERPON_HEARTHFLAME_MASK,Ogerpon Hearthflame Mask,Grass,Fire,Mold Breaker,,80,120,84,60,96,110,550,5,254,Undiscovered,Undiscovered,FALSE,,9,,,,1
1385,SPECIES_OGERPON_CORNERSTONE_MASK,Ogerpon Cornerstone Mask,Grass,Rock,Sturdy,,80,120,84,60,96,110,550,5,254,Undiscovered,Undiscovered,FALSE,,9,,,,1
1386,SPECIES_OGERPON_TEAL_MASK_TERASTAL,Ogerpon Teal Mask Terastal,Grass,,Embody Aspect,,80,120,84,60,96,110,550,5,254,Undiscovered,Undiscovered,FALSE,,9,,,,1
1387,SPECIES_OGERPON_WELLSPRING_MASK_TERASTAL,Ogerpon Wellspring Mask Terastal,Grass,Water,Embody Aspect 2,,80,120,84,60,96,110,550,5,254,Undiscovered,Undiscovered,FALSE,,9,,,,1
1388,SPECIES_OGERPON_HEARTHFLAME_MASK_TERASTAL,Ogerpon Hearthflame Mask Terastal,Grass,Fire,Embody Aspect 3,,80,120,84,60,96,110,550,5,254,Undiscovered,Undiscovered,FALSE,,9,,,,1
1389,SPECIES_OGERPON_CORNERSTONE_MASK_TERASTAL,Ogerpon Cornerstone Mask Terastal,Grass,Rock,Embody Aspect 4,,80,120,84,60,96,110,550,5,254,Undiscovered,Undiscovered,FALSE,,9,,,,1
1390,SPECIES_URSALUNA_BLOODMOON,Ursaluna Bloodmoon,Ground,Normal,Minds Eye,,113,70,120,135,65,52,555,20,127,Undiscovered,Undiscovered,FALSE,,8,,,,1
1391,SPECIES_TERAPAGOS_TERASTAL,Terapagos Terastal,Normal,,Tera Shell,,95,95,110,105,110,85,600,255,127,Undiscovered,Undiscovered,FALSE,,9,,,,1
1392,SPECIES_TERAPAGOS_STELLAR,Terapagos Stellar,Normal,,Teraform Zero,,160,105,110,130,110,85,700,255,127,Undiscovered,Undiscovered,FALSE,,9,,,,1
1393,SPECIES_GIGANTAMAX_VENUSAUR,Gigantamax Venusaur,Grass,Poison,Overgrow,,80,82,83,100,100,80,525,45,31,Monster,Grass,FALSE,,1,,,,1
1394,SPECIES_GIGANTAMAX_CHARIZARD,Gigantamax Charizard,Fire,Flying,Blaze,,78,84,78,109,85,100,534,45,31,Monster,Dragon,FALSE,,1,,,,1
1395,SPECIES_GIGANTAMAX_BLASTOISE,Gigantamax Blastoise,Water,,Torrent,,79,83,100,85,105,78,530,45,31,Monster,Water 1,FALSE,,1,,,,1
1396,SPECIES_GIGANTAMAX_BUTTERFREE,Gigantamax Butterfree,Bug,Flying,Compound Eyes,,60,45,50,90,80,70,395,45,127,Bug,Bug,FALSE,,1,,,,1
1397,SPECIES_GIGANTAMAX_PIKACHU,Gigantamax Pikachu,Electric,,Static,,35,55,40,50,50,90,320,190,127,Field,Fairy,FALSE,,1,,,,1
1398,SPECIES_GIGANTAMAX_MEOWTH,Gigantamax Meowth,Normal,,Pickup,Technician,40,45,35,40,40,90,290,255,127,Field,Field,FALSE,,1,,,,1
1399,SPECIES_GIGANTAMAX_MACHAMP,Gigantamax Machamp,Fighting,,Guts,No Guard,90,130,80,65,85,55,505,45,63,Human Like,Human Like,FALSE,,1,,,,1
1400,SPECIES_GIGANTAMAX_GENGAR,Gigantamax Gengar,Ghost,Poison,Cursed Body,,60,65,60,130,75,110,500,45,127,Amorphous,Amorphous,FALSE,,1,,,,1
1401,SPECIES_GIGANTAMAX_KINGLER,Gigantamax Kingler,Water,,Hyper Cutter,Shell Armor,55,130,115,50,50,75,475,60,127,Water 3,Water 3,FALSE,,1,,,,1
1402,SPECIES_GIGANTAMAX_LAPRAS,Gigantamax Lapras,Water,Ice,Water Absorb,Shell Armor,130,85,80,85,95,60,535,45,127,Monster,Water 1,FALSE,,1,,,,1
1403,SPECIES_GIGANTAMAX_EEVEE,Gigantamax Eevee,Normal,,Run Away,Adaptability,55,55,50,45,65,55,325,45,31,Field,Field,FALSE,,1,,,,1
1404,SPECIES_GIGANTAMAX_SNORLAX,Gigantamax Snorlax,Normal,,Immunity,Thick Fat,160,110,65,65,110,30,540,25,31,Monster,Monster,FALSE,,1,,,,1
1405,SPECIES_GIGANTAMAX_GARBODOR,Gigantamax Garbodor,Poison,,Stench,Weak Armor,80,95,82,60,82,75,474,60,127,Mineral,Mineral,FALSE,,5,,,,1
1406,SPECIES_GIGANTAMAX_MELMETAL,Gigantamax Melmetal,Steel,,Iron Fist,,135,143,143,80,65,34,600,3,255,Undiscovered,Undiscovered,FALSE,,7,,,,1
1407,SPECIES_GIGANTAMAX_RILLABOOM,Gigantamax Rillaboom,Grass,,Overgrow,,100,125,90,60,70,85,530,45,31,Field,Grass,FALSE,,8,,,,1
1408,SPECIES_GIGANTAMAX_CINDERACE,Gigantamax Cinderace,Fire,,Blaze,,80,116,75,65,75,119,530,45,31,Field,Human Like,FALSE,,8,,,,1
1409,SPECIES_GIGANTAMAX_INTELEON,Gigantamax Inteleon,Water,,Torrent,,70,85,65,125,65,120,530,45,31,Water 1,Field,FALSE,,8,,,,1
1410,SPECIES_GIGANTAMAX_CORVIKNIGHT,Gigantamax Corviknight,Flying,Steel,Pressure,Unnerve,98,87,105,53,85,67,495,45,127,Flying,Flying,FALSE,,8,,,,1
1411,SPECIES_GIGANTAMAX_ORBEETLE,Gigantamax Orbeetle,Bug,Psychic,Swarm,Frisk,60,45,110,80,120,90,505,45,127,Bug,Bug,FALSE,,8,,,,1
1412,SPECIES_GIGANTAMAX_DREDNAW,Gigantamax Drednaw,Water,Rock,Strong Jaw,Shell Armor,90,115,90,48,68,74,485,75,127,Monster,Water 1,FALSE,,8,,,,1
1413,SPECIES_GIGANTAMAX_COALOSSAL,Gigantamax Coalossal,Rock,Fire,Steam Engine,Flame Body,110,80,120,80,90,30,510,45,127,Mineral,Mineral,FALSE,,8,,,,1
1414,SPECIES_GIGANTAMAX_FLAPPLE,Gigantamax Flapple,Grass,Dragon,Ripen,Gluttony,70,110,80,95,60,70,485,45,127,Grass,Dragon,FALSE,,8,,,,1
1415,SPECIES_GIGANTAMAX_APPLETUN,Gigantamax Appletun,Grass,Dragon,Ripen,Gluttony,110,85,80,100,80,30,485,45,127,Grass,Dragon,FALSE,,8,,,,1
1416,SPECIES_GIGANTAMAX_SANDACONDA,Gigantamax Sandaconda,Ground,,Sand Spit,Shed Skin,72,107,125,65,70,71,510,120,127,Field,Dragon,FALSE,,8,,,,1
1417,SPECIES_GIGANTAMAX_TOXTRICITY,Gigantamax Toxtricity,Electric,Poison,Punk Rock,Plus,75,98,70,114,70,75,502,45,127,Human Like,Human Like,FALSE,,8,,,,1
1418,SPECIES_GIGANTAMAX_TOXTRICITY_LOW_KEY,Gigantamax Toxtricity Low Key,Electric,Poison,Punk Rock,Minus,75,98,70,114,70,75,502,45,127,Human Like,Human Like,FALSE,,8,,,,1
1419,SPECIES_GIGANTAMAX_CENTISKORCH,Gigantamax Centiskorch,Fire,Bug,Flash Fire,White Smoke,100,115,65,90,90,65,525,75,127,Bug,Bug,FALSE,,8,,,,1
1420,SPECIES_GIGANTAMAX_HATTERENE,Gigantamax Hatterene,Psychic,Fairy,Healer,Anticipation,57,90,95,136,103,29,510,45,254,Fairy,Fairy,FALSE,,8,,,,1
1421,SPECIES_GIGANTAMAX_GRIMMSNARL,Gigantamax Grimmsnarl,Dark,Fairy,Prankster,Frisk,95,120,65,95,75,60,510,45,0,Fairy,Human Like,FALSE,,8,,,,1
1422,SPECIES_GIGANTAMAX_ALCREMIE,Gigantamax Alcremie,Fairy,,Sweet Veil,,65,60,75,110,121,64,495,100,254,Fairy,Amorphous,FALSE,,8,No,,,1
1423,SPECIES_GIGANTAMAX_COPPERAJAH,Gigantamax Copperajah,Steel,,Sheer Force,,122,130,69,80,69,30,500,90,127,Field,Mineral,FALSE,,8,,,,1
1424,SPECIES_GIGANTAMAX_DURALUDON,Gigantamax Duraludon,Steel,Dragon,Light Metal,Heavy Metal,70,95,115,120,50,85,535,45,127,Mineral,Dragon,FALSE,,8,,,,1
1425,SPECIES_GIGANTAMAX_URSHIFU,Gigantamax Urshifu,Fighting,Dark,Unseen Fist,,100,130,100,63,60,97,550,3,31,Undiscovered,Undiscovered,FALSE,,8,,,,1
1426,SPECIES_GIGANTAMAX_URSHIFU_RAPID_STRIKE,Gigantamax Urshifu Rapid Strike,Fighting,Water,Unseen Fist,,100,130,100,63,60,97,550,3,31,Undiscovered,Undiscovered,FALSE,,8,,,,1
1427,SPECIES_MEGA_RAICHU_X,Mega Raichu X,Electric,,Electric Surge,Electric Surge,60,135,95,90,95,110,585,75,127,Field,Fairy,FALSE,,1,,,,1
1428,SPECIES_MEGA_RAICHU_Y,Mega Raichu Y,Electric,,No Guard,No Guard,60,100,55,160,80,130,585,75,127,Field,Fairy,FALSE,,1,,,,1
1429,SPECIES_MEGA_CLEFABLE,Mega Clefable,Fairy,Flying,Magic Bounce,Magic Bounce,95,80,93,135,110,70,583,25,190,Fairy,Fairy,FALSE,,1,Maybe,,,1
1430,SPECIES_MEGA_VICTREEBEL,Mega Victreebel,Grass,Poison,Innards Out,Innards Out,80,125,85,135,95,70,590,45,127,Grass,Grass,FALSE,,1,,,,1
1431,SPECIES_MEGA_STARMIE,Mega Starmie,Water,Psychic,Huge Power,Huge Power,60,100,105,130,105,120,620,60,255,Water 3,Water 3,FALSE,,1,,,,1
1432,SPECIES_MEGA_DRAGONITE,Mega Dragonite,Dragon,Flying,Multiscale,Multiscale,91,124,115,145,125,100,700,45,127,Water 1,Dragon,FALSE,,1,,,,1
1433,SPECIES_MEGA_MEGANIUM,Mega Meganium,Grass,Fairy,Mega Sol,Mega Sol,80,92,115,143,115,80,625,45,31,Monster,Grass,FALSE,,2,,,,1
1434,SPECIES_MEGA_FERALIGATR,Mega Feraligatr,Water,Dragon,Dragonize,Dragonize,85,160,100,89,93,78,605,45,31,Monster,Water 1,FALSE,,2,,,,1
1435,SPECIES_MEGA_SKARMORY,Mega Skarmory,Steel,Flying,Stalwart,Stalwart,85,140,110,40,100,110,585,25,127,Flying,Flying,FALSE,,2,,,,1
1436,SPECIES_MEGA_CHIMECHO,Mega Chimecho,Psychic,Steel,Levitate,Levitate,75,50,110,135,120,65,555,45,127,Amorphous,Amorphous,FALSE,,3,,,,1
1437,SPECIES_MEGA_ABSOL_Z,Mega Absol Z,Dark,Ghost,Pressure,Pressure,65,154,60,75,60,151,565,30,127,Field,Field,FALSE,,3,,,,1
1438,SPECIES_MEGA_STARAPTOR,Mega Staraptor,Fighting,Flying,Contrary,Contrary,85,140,100,60,90,110,585,45,127,Flying,Flying,FALSE,,4,,,,1
1439,SPECIES_MEGA_GARCHOMP_Z,Mega Garchomp Z,Dragon,,Sand Veil,Sand Veil,108,130,95,141,85,151,710,45,127,Monster,Dragon,FALSE,,4,,,,1
1440,SPECIES_MEGA_LUCARIO_Z,Mega Lucario Z,Fighting,Steel,Steadfast,Steadfast,70,100,70,164,70,151,625,45,31,Field,Human Like,FALSE,,4,,,,1
1441,SPECIES_MEGA_FROSLASS,Mega Froslass,Ice,Ghost,Snow Warning,Snow Warning,70,80,70,140,100,120,580,75,254,Fairy,Mineral,FALSE,,4,,,,1
1442,SPECIES_MEGA_HEATRAN,Mega Heatran,Fire,Steel,Flash Fire,Flash Fire,91,120,106,175,141,67,700,3,127,Undiscovered,Undiscovered,FALSE,,4,,,,1
1443,SPECIES_MEGA_DARKRAI,Mega Darkrai,Dark,,Bad Dreams,Bad Dreams,70,120,130,165,130,85,700,3,255,Undiscovered,Undiscovered,FALSE,,4,,,,1
1444,SPECIES_MEGA_EMBOAR,Mega Emboar,Fire,Fighting,Mold Breaker,Mold Breaker,110,148,75,110,110,75,628,45,31,Field,Field,FALSE,,5,,,,1
1445,SPECIES_MEGA_EXCADRILL,Mega Excadrill,Ground,Steel,Piercing Drill,Piercing Drill,110,165,100,65,65,103,608,60,127,Field,Field,FALSE,,5,,,,1
1446,SPECIES_MEGA_SCOLIPEDE,Mega Scolipede,Bug,Poison,Shell Armor,Shell Armor,60,140,149,75,99,62,585,45,127,Bug,Bug,FALSE,,5,,,,1
